Person,gFx,gFy,gFz,TgF,Label
2,0.4504,0.135,0.2561,0.54,3
2,0.6892,0.2259,0.1659,0.74,3
2,0.7498,0.2103,0.1261,0.79,3
2,0.9189,0.1002,-0.0282,0.92,3
2,1.0395,-0.0333,-0.1512,1.05,3
2,1.1985,-0.3251,-0.2449,1.27,3
2,0.9329,-0.1187,-0.0477,0.94,3
2,0.9329,-0.1187,-0.0477,0.94,3
2,0.887,-0.067,0.0014,0.89,3
2,0.7979,-0.0024,0.1134,0.81,3
2,0.7919,-0.1507,0.1568,0.82,3
2,0.7919,-0.1507,0.1568,0.82,3
2,0.7919,-0.1507,0.1568,0.82,3
2,0.8159,-0.1519,0.1297,0.84,3
2,0.888,-0.0658,0.1073,0.9,3
2,0.9475,0.0497,0.1023,0.95,3
2,0.9485,0.0576,0.1051,0.96,3
2,0.9192,0.067,0.1101,0.93,3
2,0.878,0.004,0.1034,0.88,3
2,0.8603,-0.0413,0.102,0.87,3
2,0.8388,-0.0687,0.0966,0.85,3
2,0.8058,-0.0409,0.0692,0.81,3
2,0.7922,-0.0262,0.0671,0.8,3
2,0.7658,-0.0063,0.1057,0.77,3
2,0.7572,-0.0108,0.1614,0.77,3
2,0.7808,-0.0472,0.2126,0.81,3
2,0.7799,-0.0913,0.2725,0.83,3
2,0.7744,-0.0985,0.2778,0.83,3
2,0.6701,-0.136,0.2449,0.73,3
2,0.5887,-0.1229,0.1087,0.61,3
2,0.8792,0.0524,-0.3506,0.95,3
2,0.8792,0.0524,-0.3506,0.95,3
2,1.3226,0.1238,-0.4865,1.41,3
2,2.264,0.4228,-0.5,2.36,3
2,3.2217,0.6026,-0.4475,3.31,3
2,1.5421,0.1948,0.0406,1.55,3
2,1.5421,0.1948,0.0406,1.55,3
2,1.1205,0.1411,0.2063,1.15,3
2,0.7478,0.0891,0.2671,0.8,3
2,0.5273,0.1019,0.256,0.6,3
2,0.7224,0.0374,0.1095,0.73,3
2,0.7224,0.0374,0.1095,0.73,3
2,0.9727,-0.0346,0.0703,0.98,3
2,1.2016,-0.0718,0.0322,1.2,3
2,1.401,-0.0579,-0.1329,1.41,3
2,1.1591,0.0478,-0.0857,1.16,3
2,1.1371,0.0533,-0.0732,1.14,3
2,0.8983,0.1235,0.0066,0.91,3
2,0.7198,0.1879,0.0469,0.75,3
2,0.5767,0.2406,0.1213,0.64,3
2,0.6699,0.1247,0.1469,0.7,3
2,0.6699,0.1247,0.1469,0.7,3
2,0.6815,0.1101,0.153,0.71,3
2,0.7364,0.0563,0.173,0.76,3
2,0.8269,0.0078,0.2015,0.85,3
2,0.9185,0.0349,0.1285,0.93,3
2,0.9185,0.0349,0.1285,0.93,3
2,0.9019,0.0418,0.1287,0.91,3
2,0.8433,0.04,0.1404,0.86,3
2,0.7374,0.0219,0.1483,0.75,3
2,0.6814,0.0356,0.1208,0.69,3
2,0.6698,0.0444,0.1079,0.68,3
2,0.6678,0.0483,0.1162,0.68,3
2,0.6887,0.0435,0.1443,0.7,3
2,0.7149,0.0593,0.1698,0.74,3
2,0.6984,0.1059,0.2015,0.73,3
2,0.6838,0.1049,0.1965,0.72,3
2,0.6237,0.0988,0.2018,0.66,3
2,0.8026,0.1402,-0.1849,0.84,3
2,1.2337,0.025,-0.0921,1.24,3
2,2.5001,0.0886,-0.9935,2.69,3
2,2.5001,0.0886,-0.9935,2.69,3
2,2.7746,0.037,-0.7502,2.87,3
2,2.1587,0.0152,-0.2877,2.18,3
2,1.6094,-0.0779,0.0611,1.61,3
2,0.8521,-0.1887,0.4174,0.97,3
2,0.8213,-0.192,0.4303,0.95,3
2,0.6035,-0.1433,0.2966,0.69,3
2,0.5931,-0.0294,0.072,0.6,3
2,0.8388,0.1152,-0.098,0.85,3
2,1.3346,0.1372,-0.2081,1.36,3
2,1.3502,0.1381,-0.2143,1.37,3
2,1.3741,0.0451,-0.1563,1.38,3
2,1.2275,-0.0295,-0.0674,1.23,3
2,0.8281,-0.0844,0.0786,0.84,3
2,0.4693,-0.1061,0.0821,0.49,3
2,0.4693,-0.1061,0.0821,0.49,3
2,0.4537,-0.1011,0.0839,0.47,3
2,0.4645,-0.0797,0.0794,0.48,3
2,0.5507,-0.0544,0.0362,0.55,3
2,0.7318,-0.0389,0.0368,0.73,3
2,0.7449,-0.0369,0.0374,0.75,3
2,0.8313,-0.0239,0.066,0.83,3
2,0.915,-0.0092,0.1136,0.92,3
2,0.9612,0.0209,0.1851,0.98,3
2,0.9295,0.0477,0.0894,0.93,3
2,0.9295,0.0477,0.0894,0.93,3
2,0.9295,0.0433,0.0851,0.93,3
2,0.9197,0.0065,0.0603,0.92,3
2,0.87,-0.0443,0.1129,0.88,3
2,0.8536,-0.1088,0.2435,0.89,3
2,0.8536,-0.1088,0.2435,0.89,3
2,0.8429,-0.1004,0.2488,0.88,3
2,0.7218,-0.0188,0.1137,0.73,3
2,0.5613,0.0675,-0.0749,0.57,3
2,1.1382,0.2073,-0.4341,1.24,3
2,1.1382,0.2073,-0.4341,1.24,3
2,1.5221,0.3047,-0.4359,1.61,3
2,2.6734,0.3275,-0.3684,2.72,3
2,2.65,0.2569,-0.4278,2.7,3
2,1.106,0.1815,0.1043,1.13,3
2,1.106,0.1815,0.1043,1.13,3
2,0.9669,0.2086,0.1316,1,3
2,0.6156,0.2682,0.1679,0.69,3
2,0.5576,0.2462,0.1367,0.62,3
2,1.0755,-0.0623,0.0661,1.08,3
2,1.0755,-0.0623,0.0661,1.08,3
2,1.0755,-0.0623,0.0661,1.08,3
2,1.2662,-0.2262,-0.0251,1.29,3
2,1.2863,-0.2809,-0.0905,1.32,3
2,0.8792,-0.0042,0.039,0.88,3
2,0.8568,0.012,0.0465,0.86,3
2,0.6258,0.1853,0.1192,0.66,3
2,0.5243,0.2581,0.1627,0.61,3
2,0.416,0.2812,0.1913,0.54,3
2,0.3943,0.1727,0.1659,0.46,3
2,0.397,0.1302,0.1755,0.45,3
2,0.4688,0.0093,0.18,0.5,3
2,0.556,-0.0428,0.1699,0.58,3
2,0.6561,-0.0501,0.1431,0.67,3
2,0.7721,-0.0122,0.1049,0.78,3
2,0.7877,-0.02,0.107,0.8,3
2,0.8159,-0.0359,0.0908,0.82,3
2,0.8093,-0.0293,0.0478,0.81,3
2,0.733,0.0565,0.0513,0.74,3
2,0.9291,0.2628,-0.3388,1.02,3
2,0.9291,0.2628,-0.3388,1.02,3
2,1.3843,0.1794,-0.1572,1.4,3
2,1.7209,0.2329,-0.3139,1.76,3
2,2.8467,-0.0273,-0.7662,2.95,3
2,1.8157,-0.1667,-0.2034,1.83,3
2,1.8157,-0.1667,-0.2034,1.83,3
2,1.5244,-0.1912,0.0943,1.54,3
2,0.9209,-0.2442,0.2637,0.99,3
2,0.6194,-0.2224,0.3734,0.76,3
2,0.5496,-0.0677,0.1627,0.58,3
2,0.5616,-0.0397,0.1197,0.58,3
2,0.6977,0.0507,-0.0311,0.7,3
2,1.0421,0.1189,-0.1747,1.06,3
2,1.2767,0.1568,-0.2357,1.31,3
2,1.0174,-0.0067,0.0276,1.02,3
2,1.0174,-0.0067,0.0276,1.02,3
2,0.9924,-0.0187,0.0416,0.99,3
2,0.6963,-0.1406,0.1548,0.73,3
2,0.503,-0.229,0.1921,0.59,3
2,0.336,-0.1936,0.1517,0.42,3
2,0.336,-0.1853,0.1477,0.41,3
2,0.3711,-0.1217,0.1042,0.4,3
2,0.5028,-0.0286,0.0687,0.51,3
2,0.6807,0.0475,0.0694,0.69,3
2,1.0177,0.1109,0.1474,1.03,3
2,1.0177,0.1109,0.1474,1.03,3
2,1.0851,0.0988,0.1404,1.1,3
2,1.0197,0.0725,0.1145,1.03,3
2,0.8499,-0.0106,0.1632,0.87,3
2,0.7127,-0.1276,0.2115,0.75,3
2,0.7127,-0.1276,0.2115,0.75,3
2,0.6903,-0.1329,0.1967,0.73,3
2,0.6485,-0.0881,0.0739,0.66,3
2,0.6021,-0.0068,-0.0643,0.61,3
2,1.3787,0.2066,-0.4206,1.46,3
2,1.3787,0.2066,-0.4206,1.46,3
2,2.1905,0.5939,-0.5238,2.33,3
2,3.026,0.6355,-0.5224,3.14,3
2,2.5622,0.2533,-0.4305,2.61,3
2,1.5595,0.1079,-0.0104,1.56,3
2,1.2499,0.0972,0.0496,1.25,3
2,0.8715,0.1257,0.1142,0.89,3
2,0.6127,0.1977,0.2152,0.68,3
2,0.8532,0.0179,0.1113,0.86,3
2,0.8532,0.0179,0.1113,0.86,3
2,0.9135,-0.0337,0.1015,0.92,3
2,1.0694,-0.1895,0.0391,1.09,3
2,1.2175,-0.3178,-0.0094,1.26,3
2,1.2687,-0.2951,-0.1023,1.31,3
2,0.9322,0.0667,-0.0733,0.94,3
2,0.9322,0.0667,-0.0733,0.94,3
2,0.7537,0.2021,-0.0013,0.78,3
2,0.516,0.3229,0.1226,0.62,3
2,0.3987,0.3172,0.1645,0.54,3
2,0.3876,0.1026,0.2044,0.45,3
2,0.3876,0.1026,0.2044,0.45,3
2,0.4332,0.0463,0.2008,0.48,3
2,0.5365,-0.0418,0.1687,0.56,3
2,0.6068,-0.0665,0.1457,0.63,3
2,0.8076,-0.0814,0.073,0.81,3
2,0.8076,-0.0814,0.073,0.81,3
2,0.8371,-0.0549,0.0369,0.84,3
2,0.8447,-0.0051,0.0245,0.85,3
2,0.8192,0.077,0.1067,0.83,3
2,0.6392,0.1611,0.1767,0.68,3
2,0.6392,0.1611,0.1767,0.68,3
2,0.7777,0.1468,-0.1598,0.81,3
2,1.1366,0.0398,-0.1952,1.15,3
2,2.862,-0.0485,-0.9343,3.01,3
2,2.862,-0.0485,-0.9343,3.01,3
2,3.1061,-0.1213,-0.8051,3.21,3
2,2.232,-0.0645,-0.268,2.25,3
2,1.7289,0.0159,0.1275,1.73,3
2,0.7161,-0.0554,0.4909,0.87,3
2,0.6838,-0.0523,0.5115,0.86,3
2,0.519,0.023,0.4289,0.67,3
2,0.5511,0.1412,0.2189,0.61,3
2,0.7077,0.2065,0.0457,0.74,3
2,1.4481,0.0786,-0.2213,1.47,3
2,1.4604,0.061,-0.2298,1.48,3
2,1.4663,-0.0319,-0.2296,1.48,3
2,1.302,-0.1365,-0.1089,1.31,3
2,0.8247,-0.1829,0.0914,0.85,3
2,0.4159,-0.1819,0.1876,0.49,3
2,0.3969,-0.176,0.1888,0.47,3
2,0.2868,-0.1264,0.1767,0.36,3
2,0.2228,-0.0584,0.1429,0.27,3
2,0.2135,0.0096,0.0804,0.23,3
2,0.5494,0.0073,0.047,0.55,3
2,0.5494,0.0073,0.047,0.55,3
2,0.5635,0.0024,0.053,0.57,3
2,0.6527,-0.0129,0.0788,0.66,3
2,0.6564,0.0085,0.2301,0.7,3
2,0.5906,-0.0148,0.2135,0.63,3
2,0.5576,0.0339,0.0996,0.57,3
2,0.5576,0.0339,0.0996,0.57,3
2,0.6577,0.0667,-0.0037,0.66,3
2,0.7545,0.0773,-0.0448,0.76,3
2,1.1189,0.0096,-0.4144,1.19,3
2,2.7348,0.5673,-0.7303,2.89,3
2,2.7348,0.5673,-0.7303,2.89,3
2,3.2097,0.6174,-0.4975,3.31,3
2,2.5474,0.4849,-0.3375,2.62,3
2,1.8212,0.2755,-0.0193,1.84,3
2,0.7816,0.1919,0.0929,0.81,3
2,0.7816,0.1919,0.0929,0.81,3
2,0.555,0.3405,0.139,0.67,3
2,0.565,0.3583,0.1038,0.68,3
2,1.1752,0.0074,0.1071,1.18,3
2,1.1752,0.0074,0.1071,1.18,3
2,1.3445,-0.1399,-0.0094,1.35,3
2,1.4411,-0.2704,-0.116,1.47,3
2,1.4152,-0.3194,-0.1525,1.46,3
2,0.9084,-0.0088,-0.0545,0.91,3
2,0.9084,-0.0088,-0.0545,0.91,3
2,0.6486,0.1975,0.0568,0.68,3
2,0.473,0.3418,0.1524,0.6,3
2,0.2962,0.3956,0.224,0.54,3
2,0.2719,0.2231,0.1932,0.4,3
2,0.2762,0.1884,0.1886,0.38,3
2,0.3604,0.0034,0.1853,0.41,3
2,0.4465,-0.0908,0.1736,0.49,3
3,0.7852,-0.0734,0.0787,0.79,3
3,0.8074,-0.1097,0.2251,0.85,3
3,0.8074,-0.1097,0.2251,0.85,3
3,0.8111,-0.1466,0.2527,0.86,3
3,0.8203,-0.1618,0.254,0.87,3
3,0.8493,-0.2268,0.259,0.92,3
3,1.1573,-0.3361,-0.0839,1.21,3
3,1.1573,-0.3361,-0.0839,1.21,3
3,1.3317,-0.2179,-0.3697,1.4,3
3,1.5192,0.0263,-0.4286,1.58,3
3,1.5238,0.0525,-0.4527,1.59,3
3,1.6534,0.2691,-0.5833,1.77,3
3,1.7386,0.481,-0.4745,1.87,3
3,1.8009,0.83,-0.1687,1.99,3
3,1.5204,0.5912,-0.2425,1.65,3
3,1.2332,0.1366,-0.2148,1.26,3
3,0.9641,-0.3137,0.0356,1.01,3
3,0.9404,-0.3847,0.0667,1.02,3
3,0.8903,-0.4534,0.0735,1,3
3,0.7897,-0.3089,-0.0041,0.85,3
3,0.7657,-0.0986,-0.0531,0.77,3
3,0.7856,0.2508,-0.0881,0.83,3
3,0.7837,0.266,-0.0936,0.83,3
3,0.7769,0.2405,-0.1056,0.82,3
3,0.7093,0.1826,-0.0947,0.74,3
3,0.6316,0.1604,-0.0972,0.66,3
3,0.567,0.081,-0.0993,0.58,3
3,0.5806,0.0815,-0.0953,0.59,3
3,0.713,0.1021,-0.0082,0.72,3
3,0.7431,0.092,0.0279,0.75,3
3,0.6591,0.0212,-0.0077,0.66,3
3,0.5814,-0.0784,0.0362,0.59,3
3,0.5892,-0.1513,0.0934,0.62,3
3,0.7548,-0.0813,0.1263,0.77,3
3,0.852,0.0382,0.0747,0.86,3
3,0.9833,0.056,-0.039,0.99,3
3,1.1203,0.0054,0.2947,1.16,3
3,1.1295,0.0119,0.3133,1.17,3
3,1.0663,0.0548,0.182,1.08,3
3,0.9866,0.0144,-0.1343,1,3
3,1.407,-0.0558,-0.4985,1.49,3
3,2.0699,-0.2069,-0.5511,2.15,3
3,2.1173,-0.2336,-0.4978,2.19,3
3,2.1144,-0.3371,-0.1133,2.14,3
3,1.8212,-0.2681,-0.0927,1.84,3
3,1.3393,-0.0057,-0.0395,1.34,3
3,0.947,-0.0999,-0.006,0.95,3
3,0.947,-0.0999,-0.006,0.95,3
3,0.9836,-0.1539,-0.0297,1,3
3,1.0603,-0.0687,-0.1023,1.07,3
3,0.983,0.0879,-0.172,1,3
3,0.865,0.0598,-0.1993,0.89,3
3,0.8483,0.0316,-0.1973,0.87,3
3,0.7901,-0.1063,-0.1633,0.81,3
3,0.7307,-0.2654,-0.1075,0.78,3
3,0.7261,-0.263,-0.0388,0.77,3
3,0.8068,-0.1929,-0.0317,0.83,3
3,0.8416,-0.1541,-0.0555,0.86,3
3,0.86,-0.0966,-0.0728,0.87,3
3,0.8432,-0.0372,-0.1007,0.85,3
3,0.8433,-0.0225,-0.1057,0.85,3
3,0.8405,-0.0426,-0.0343,0.84,3
3,0.838,-0.0494,-0.0289,0.84,3
3,0.7808,-0.0519,-0.0011,0.78,3
3,0.6728,-0.0013,0.0752,0.68,3
3,0.6466,0.0297,0.1719,0.67,3
3,0.6975,-0.0091,0.2351,0.74,3
3,0.7786,-0.1003,0.2316,0.82,3
3,0.8367,-0.1694,0.0691,0.86,3
3,0.8642,-0.1412,0.055,0.88,3
3,0.9153,-0.0241,0.0669,0.92,3
3,0.9458,0.0544,0.0642,0.95,3
3,0.9521,0.0402,0.0619,0.95,3
3,1.0201,-0.1123,0.2452,1.06,3
3,1.0103,-0.1926,0.1896,1.05,3
3,1.0084,-0.0928,-0.3175,1.06,3
3,1.3419,-0.0109,-0.3129,1.38,3
3,1.9248,-0.1174,-0.4545,1.98,3
3,2.4596,0.222,-0.4092,2.5,3
3,2.547,0.5414,-0.0677,2.6,3
3,1.9999,0.317,-0.3215,2.05,3
3,1.0802,0.0825,-0.2081,1.1,3
3,0.5259,0.0244,-0.1218,0.54,3
3,0.2314,0.0559,-0.1595,0.29,3
3,0.197,0.1229,-0.1641,0.28,3
3,0.8234,0.1738,-0.1932,0.86,3
3,1.2415,0.0742,-0.2617,1.27,3
3,1.2691,0.0273,-0.2528,1.29,3
3,1.1576,-0.0048,-0.2214,1.18,3
3,0.9054,0.0203,-0.0942,0.91,3
3,0.7923,0.036,0.0033,0.79,3
3,0.8541,0.0429,0.0448,0.86,3
3,0.8541,0.0429,0.0448,0.86,3
3,0.9016,0.0552,0.0223,0.9,3
3,0.9354,0.0573,-0.015,0.94,3
3,0.8601,0.0083,-0.0066,0.86,3
3,0.7721,-0.0295,-0.0106,0.77,3
3,0.7667,0.0009,0.0081,0.77,3
3,0.7779,0.1696,0.0393,0.8,3
3,0.7615,0.2857,0.0926,0.82,3
3,0.6872,0.2376,0.0898,0.73,3
3,0.6013,0.0374,0.0488,0.6,3
3,0.5712,-0.0538,0.0536,0.58,3
3,0.6554,-0.0523,0.1105,0.67,3
3,0.7469,0.0629,0.1335,0.76,3
3,0.8502,0.1096,0.0956,0.86,3
3,0.9501,-0.0305,0.2303,0.98,3
3,1.0085,-0.0289,0.2758,1.05,3
3,0.9976,0.1992,0.2722,1.05,3
3,0.9206,0.401,0.172,1.02,3
3,0.9416,0.4451,0.2021,1.06,3
3,1.0837,0.3465,-0.0097,1.14,3
3,1.3825,-0.1763,-0.7831,1.6,3
3,1.7203,-0.5219,-0.8795,2,3
3,2.0616,-0.6646,-0.7864,2.3,3
3,2.1861,-0.71,-0.4099,2.33,3
3,1.4049,0.1923,-0.0509,1.42,3
3,1.4049,0.1923,-0.0509,1.42,3
3,1.0468,0.2367,-0.0269,1.07,3
3,0.8603,-0.0925,-0.0367,0.87,3
3,0.8255,-0.1742,-0.0643,0.85,3
3,0.8255,-0.1742,-0.0643,0.85,3
3,0.8427,-0.0999,-0.1276,0.86,3
3,0.8383,0.0166,-0.169,0.86,3
3,0.8356,0.0433,-0.1907,0.86,3
3,0.781,-0.1519,-0.1303,0.81,3
3,0.7975,-0.1641,-0.1237,0.82,3
3,0.8155,-0.1715,-0.1176,0.84,3
3,0.9246,-0.1985,-0.0842,0.95,3
3,0.9566,-0.2073,-0.0618,0.98,3
3,0.7655,0.0109,-0.0383,0.77,3
3,0.7621,0.0173,-0.0306,0.76,3
3,0.7507,0.0269,0.0059,0.75,3
3,0.7692,-0.0731,0.0478,0.77,3
3,0.8037,-0.175,0.0195,0.82,3
3,0.8638,-0.1198,0.047,0.87,3
3,0.8594,-0.1051,0.0528,0.87,3
3,0.841,-0.036,0.0731,0.84,3
3,0.8049,0.0562,0.0365,0.81,3
3,0.8197,0.0631,-0.0103,0.82,3
3,0.8353,0.0204,-0.0314,0.84,3
3,0.9743,-0.0349,0.1711,0.99,3
3,1.0043,-0.0552,0.2189,1.03,3
3,1.015,-0.1119,0.2877,1.06,3
3,0.9859,-0.1619,0.3282,1.05,3
3,0.9869,-0.1203,0.1219,1,3
3,1.0054,-0.1013,0.0404,1.01,3
3,1.2278,-0.0327,-0.3344,1.27,3
3,1.5688,0.0419,-0.2495,1.59,3
3,1.8228,0.033,-0.2153,1.84,3
3,1.7345,0.3103,-0.4431,1.82,3
3,1.7345,0.3103,-0.4431,1.82,3
3,1.4788,0.2349,-0.2937,1.53,3
3,1.1815,0.1412,-0.2051,1.21,3
3,0.6629,0.021,-0.1102,0.67,3
3,0.6621,-0.0074,-0.0607,0.66,3
3,0.7227,0.0079,-0.0636,0.73,3
3,0.8627,0.0505,-0.1373,0.88,3
3,0.9646,0.0897,-0.2088,0.99,3
3,1.0314,0.0798,-0.188,1.05,3
3,0.9429,0.1481,-0.0991,0.96,3
3,0.9429,0.1481,-0.0991,0.96,3
3,0.9332,0.1691,-0.1012,0.95,3
3,0.9395,0.1893,-0.0828,0.96,3
3,0.9213,0.1774,-0.0409,0.94,3
3,0.7843,0.1028,-0.0143,0.79,3
3,0.7745,0.0969,-0.0154,0.78,3
3,0.7103,0.0338,-0.0068,0.71,3
3,0.6461,-0.0514,0.0083,0.65,3
3,0.6282,-0.1835,-0.03,0.66,3
3,0.6997,-0.0555,0.0147,0.7,3
3,0.6997,-0.0555,0.0147,0.7,3
3,0.7309,0.091,0.0214,0.74,3
3,0.7216,0.163,-0.0363,0.74,3
3,0.6671,0.0459,-0.04,0.67,3
3,0.6877,-0.0636,0.1836,0.71,3
3,0.7611,-0.065,0.2395,0.8,3
3,0.9099,-0.0375,0.2686,0.95,3
3,1.0002,-0.053,0.0293,1,3
3,1.1088,-0.0435,-0.0298,1.11,3
3,1.3143,-0.0276,0.1957,1.33,3
3,1.327,-0.0146,0.3179,1.36,3
3,1.2891,0.046,0.2243,1.31,3
3,1.0688,0.0471,-0.393,1.14,3
3,1.3318,-0.0781,-0.501,1.43,3
3,2.0177,-0.3642,-0.3446,2.08,3
3,2.0177,-0.3642,-0.3446,2.08,3
3,1.9769,-0.3153,-0.3648,2.03,3
3,1.6927,-0.098,-0.3709,1.74,3
3,1.3359,0.0134,-0.2467,1.36,3
3,1.0071,0.0309,-0.1313,1.02,3
3,0.8479,0.0582,-0.0759,0.85,3
3,0.7689,0.102,-0.0691,0.78,3
3,0.7424,0.1424,-0.1102,0.76,3
3,0.8636,-0.075,-0.2023,0.89,3
3,0.8636,-0.075,-0.2023,0.89,3
3,0.8537,-0.094,-0.1964,0.88,3
3,0.8203,-0.1235,-0.175,0.85,3
3,0.8168,-0.1781,-0.0771,0.84,3
3,0.8489,-0.1727,-0.0572,0.87,3
3,0.8135,-0.0771,-0.0231,0.82,3
3,0.8048,-0.0585,-0.0189,0.81,3
3,0.7761,-0.0302,-0.0292,0.78,3
3,0.7434,-0.0266,-0.0226,0.74,3
3,0.79,-0.0725,-0.0097,0.79,3
3,0.8901,-0.1356,0.0347,0.9,3
3,0.8872,-0.1327,0.0317,0.9,3
3,0.828,-0.08,-0.0049,0.83,3
3,0.7105,0.0631,-0.0079,0.71,3
3,0.7183,0.0672,0.1088,0.73,3
3,0.8893,-0.0842,0.0573,0.9,3
3,0.8893,-0.0842,0.0573,0.9,3
3,0.8696,-0.0972,0.0694,0.88,3
3,0.8809,-0.0452,0.1936,0.9,3
3,0.9385,0.0303,0.2713,0.98,3
3,1.1121,-0.0842,0.3251,1.16,3
3,1.1121,-0.0842,0.3251,1.16,3
3,1.1517,-0.0482,0.3271,1.2,3
3,1.1467,0.0713,0.2208,1.17,3
3,1.0635,0.1898,-0.0767,1.08,3
3,0.9082,0.2645,-0.3262,1,3
3,0.9097,0.2939,-0.5359,1.1,3
3,1.414,0.4212,-0.8278,1.69,3
3,2.1689,0.6629,-0.2114,2.28,3
3,1.5166,-0.2974,-0.405,1.6,3
3,1.5166,-0.2974,-0.405,1.6,3
3,1.1423,-0.3313,-0.3253,1.23,3
3,0.7863,-0.3039,-0.1321,0.85,3
3,0.532,-0.1619,0.0085,0.56,3
3,0.6396,0.1062,0.0458,0.65,3
3,0.6396,0.1062,0.0458,0.65,3
3,0.7595,0.0684,-0.0656,0.77,3
3,0.9086,0.0679,-0.1266,0.92,3
3,1.0737,0.1862,-0.1849,1.11,3
3,1.0488,0.2412,-0.2339,1.1,3
3,0.8721,0.2238,-0.1388,0.91,3
3,0.8261,0.1943,-0.1195,0.86,3
3,0.7181,0.0831,-0.07,0.73,3
3,0.6884,0.0226,-0.0054,0.69,3
3,0.6867,0.1554,0.1411,0.72,3
3,0.6853,0.1976,0.1657,0.73,3
3,0.6643,0.1265,0.1167,0.69,3
3,0.5786,-0.0957,0.0041,0.59,3
3,0.5666,-0.1457,0.0395,0.59,3
3,0.8073,0.1684,0.0152,0.82,3
3,0.8073,0.1684,0.0152,0.82,3
3,0.8437,0.2408,-0.0928,0.88,3
3,0.8649,0.189,-0.0849,0.89,3
3,0.9786,0.0522,0.045,0.98,3
3,1.2546,-0.1226,0.2828,1.29,3
3,1.2546,-0.1226,0.2828,1.29,3
3,1.1159,-0.1101,0.3179,1.17,3
3,0.9737,0.0595,0.4815,1.09,3
3,0.9071,0.108,0.4727,1.03,3
3,1.5605,-0.2168,-0.6814,1.72,3
3,1.5605,-0.2168,-0.6814,1.72,3
3,1.7914,-0.1908,-0.6941,1.93,3
3,1.8113,-0.0645,-0.7972,1.98,3
3,1.8696,-0.1218,-0.5614,1.96,3
3,1.8163,-0.1389,-0.2029,1.83,3
3,1.2789,-0.1102,-0.1434,1.29,3
3,1.1273,-0.1779,-0.1088,1.15,3
3,1.0458,-0.2383,-0.05,1.07,3
3,0.8908,-0.1622,-0.154,0.92,3
3,0.7753,0.1897,-0.2518,0.84,3
3,0.7753,0.1897,-0.2518,0.84,3
3,0.7741,0.2764,-0.2227,0.85,3
3,0.7743,0.2428,-0.1965,0.83,3
3,0.7655,-0.0335,-0.183,0.79,3
3,0.8543,-0.2473,-0.108,0.9,3
3,0.9135,-0.2912,-0.0656,0.96,3
3,0.973,-0.2727,-0.049,1.01,3
3,0.9071,-0.1383,-0.0628,0.92,3
3,0.8265,-0.0394,-0.0745,0.83,3
3,0.8665,-0.0776,0.0058,0.87,3
3,0.8665,-0.0776,0.0058,0.87,3
3,0.9084,-0.1184,-0.0058,0.92,3
3,0.9164,-0.1469,0.037,0.93,3
3,0.8661,-0.1525,0.0531,0.88,3
3,0.7415,-0.108,-0.0001,0.75,3
3,0.7415,-0.1051,0.0013,0.75,3
3,0.7732,-0.0923,0.0225,0.78,3
3,0.8069,-0.0067,-0.0197,0.81,3
3,0.7913,0.0521,0.0125,0.79,3
3,0.8786,0.0497,0.1353,0.89,3
3,0.8786,0.0497,0.1353,0.89,3
3,0.8907,0.0478,0.1516,0.9,3
3,0.8956,-0.0093,0.2282,0.92,3
3,0.9004,-0.1604,0.3572,0.98,3
3,0.8769,-0.4415,0.022,0.98,3
3,0.8698,-0.4231,-0.0153,0.97,3
3,0.858,-0.097,-0.2838,0.91,3
3,1.0931,0.184,-0.281,1.14,3
3,1.43,0.4176,-0.4698,1.56,3
3,2.3626,0.6184,-0.3493,2.47,3
3,2.3626,0.6184,-0.3493,2.47,3
3,2.1623,0.2876,-0.3148,2.2,3
3,1.7568,0.0926,-0.2462,1.78,3
3,1.0781,0.1073,-0.1443,1.09,3
3,0.6744,0.1972,0.089,0.71,3
3,0.6439,0.172,0.1196,0.68,3
3,0.7568,-0.0002,0.0535,0.76,3
3,0.876,-0.2019,-0.0173,0.9,3
3,1.0568,-0.3656,-0.0974,1.12,3
3,0.992,-0.0467,-0.209,1.01,3
3,0.9483,0.0244,-0.1968,0.97,3
3,0.8412,0.1467,-0.1513,0.87,3
3,0.7348,0.2261,-0.0825,0.77,3
3,0.6961,0.2548,-0.0441,0.74,3
3,0.6979,0.2461,-0.0268,0.74,3
3,0.6826,0.2083,0.005,0.71,3
3,0.6877,0.1606,0.0312,0.71,3
3,0.6663,0.0405,0.0279,0.67,3
3,0.6669,-0.0685,0.0243,0.67,3
3,0.7864,-0.0281,0.0711,0.79,3
3,0.7899,-0.0222,0.0662,0.79,3
3,0.7998,-0.0043,0.049,0.8,3
3,0.7167,-0.0315,0.0328,0.72,3
3,0.6743,0.007,0.0707,0.68,3
3,0.8562,0.0689,0.1448,0.87,3
3,0.9591,0.0451,0.1465,0.97,3
3,1.0848,-0.0346,0.1233,1.09,3
3,1.1227,-0.0742,0.1357,1.13,3
3,1.0971,-0.0582,0.19,1.11,3
3,1.0777,-0.0198,0.2964,1.12,3
3,1.0777,-0.0198,0.2964,1.12,3
3,1.0537,-0.0419,0.1943,1.07,3
3,1.0731,-0.15,-0.2017,1.1,3
3,1.2336,-0.1773,-0.3397,1.29,3
3,2.0287,-0.3089,-0.4757,2.11,3
3,2.0657,-0.3158,-0.4635,2.14,3
3,1.8195,0.0353,-0.4663,1.88,3
