Person,gFx,gFy,gFz,TgF,Label
1,0.9902,0.0405,-0.0863,0.99,4
1,0.9911,0.042,-0.0819,1,4
1,0.9911,0.0386,-0.0775,0.99,4
1,0.9886,0.0338,-0.0707,0.99,4
1,0.9964,0.0327,-0.0764,1,4
1,1.0043,0.0366,-0.0905,1.01,4
1,1.0019,0.0351,-0.0886,1.01,4
1,0.9979,0.0327,-0.0793,1,4
1,0.996,0.0338,-0.0745,1,4
1,1.0009,0.0366,-0.0803,1,4
1,1.0053,0.0375,-0.0856,1.01,4
1,0.997,0.0381,-0.0853,1,4
1,0.9931,0.0303,-0.0838,1,4
1,0.996,0.0312,-0.0862,1,4
1,0.9985,0.0327,-0.0881,1,4
1,0.997,0.0331,-0.0881,1,4
1,0.995,0.0361,-0.0877,1,4
1,0.9926,0.0356,-0.0882,1,4
1,0.9931,0.0351,-0.0882,1,4
1,0.9931,0.0371,-0.0848,1,4
1,0.9965,0.0381,-0.0833,1,4
1,0.9994,0.0381,-0.0828,1,4
1,0.998,0.04,-0.0838,1,4
1,0.997,0.0386,-0.0833,1,4
1,0.9936,0.0352,-0.0818,1,4
1,0.9925,0.0328,-0.077,1,4
1,0.9984,0.0342,-0.0774,1,4
1,0.9975,0.0331,-0.0852,1,4
1,0.996,0.0371,-0.0872,1,4
1,0.9965,0.039,-0.0867,1,4
1,0.9926,0.0386,-0.0829,1,4
1,0.9926,0.0332,-0.0823,1,4
1,0.9945,0.0298,-0.0818,1,4
1,0.9964,0.0322,-0.0793,1,4
1,0.997,0.0342,-0.0798,1,4
1,0.9975,0.0317,-0.0847,1,4
1,0.9975,0.0293,-0.0847,1,4
1,0.9965,0.0283,-0.0847,1,4
1,0.9975,0.0283,-0.0852,1,4
1,0.995,0.0278,-0.0871,1,4
1,0.997,0.0288,-0.0862,1,4
1,0.9985,0.0322,-0.0847,1,4
1,0.9994,0.0341,-0.0842,1,4
1,0.9974,0.0322,-0.0798,1,4
1,0.9955,0.0327,-0.0784,1,4
1,0.992,0.0313,-0.077,1,4
1,0.995,0.0298,-0.0764,1,4
1,0.9989,0.0298,-0.0779,1,4
1,1.0018,0.0303,-0.0793,1.01,4
1,1.0077,0.0312,-0.087,1.01,4
1,0.9955,0.0361,-0.0857,1,4
1,0.9881,0.0303,-0.073,0.99,4
1,0.9915,0.0259,-0.0686,0.99,4
1,0.9964,0.0259,-0.0725,1,4
1,0.9974,0.0298,-0.0725,1,4
1,0.9994,0.0337,-0.0779,1,4
1,0.9999,0.0313,-0.0779,1,4
1,0.995,0.0293,-0.0774,1,4
1,0.994,0.0298,-0.0759,1,4
1,0.9945,0.0318,-0.0726,1,4
1,0.996,0.0308,-0.0735,1,4
1,1.0018,0.0327,-0.0784,1.01,4
1,0.9989,0.0322,-0.0779,1,4
1,0.9935,0.0303,-0.0765,1,4
1,0.993,0.0284,-0.0735,1,4
1,0.9944,0.0264,-0.0691,1,4
1,0.9969,0.0289,-0.0701,1,4
1,0.9979,0.0318,-0.0705,1,4
1,0.9979,0.0298,-0.0725,1,4
1,0.996,0.0303,-0.0701,1,4
1,0.9955,0.0294,-0.0735,1,4
1,0.9974,0.0289,-0.0725,1,4
1,0.9969,0.0284,-0.0735,1,4
1,0.9964,0.0289,-0.0735,1,4
1,0.9969,0.0289,-0.0715,1,4
1,0.9964,0.0298,-0.072,1,4
1,0.9979,0.0298,-0.072,1,4
1,0.9994,0.0269,-0.0715,1,4
1,0.9974,0.0269,-0.0715,1,4
1,0.9983,0.0279,-0.0691,1,4
1,0.9969,0.0284,-0.0701,1,4
1,0.9964,0.0294,-0.071,1,4
1,0.9974,0.0303,-0.0686,1,4
1,0.9969,0.0298,-0.0691,1,4
1,0.9984,0.0298,-0.0696,1,4
1,0.996,0.0308,-0.0725,1,4
1,0.995,0.0289,-0.0701,1,4
1,1.0043,0.0264,-0.0758,1.01,4
1,1.0043,0.0264,-0.0758,1.01,4
1,1.0082,0.0327,-0.0798,1.01,4
1,0.9906,0.0391,-0.079,0.99,4
1,0.9856,0.0265,-0.0628,0.99,4
1,0.9919,0.0217,-0.0564,0.99,4
1,0.9992,0.0231,-0.0583,1,4
1,1.0042,0.0303,-0.0646,1.01,4
1,1.0038,0.0337,-0.0729,1.01,4
1,0.9974,0.0347,-0.072,1,4
1,0.9916,0.0328,-0.0682,0.99,4
1,0.991,0.0299,-0.0657,0.99,4
1,0.9925,0.0279,-0.0682,1,4
1,0.9984,0.0279,-0.0715,1,4
1,1.0023,0.0303,-0.0773,1.01,4
1,1.0018,0.0332,-0.0779,1.01,4
1,0.994,0.0318,-0.075,1,4
1,0.9935,0.0264,-0.072,1,4
1,0.9959,0.0264,-0.0696,1,4
1,0.9989,0.0308,-0.072,1,4
1,0.9984,0.0332,-0.0749,1,4
1,0.9964,0.0357,-0.0755,1,4
1,0.996,0.0342,-0.075,1,4
1,0.9979,0.0308,-0.0745,1,4
1,0.996,0.0288,-0.0764,1,4
1,0.996,0.0308,-0.0749,1,4
1,0.996,0.0303,-0.0764,1,4
1,0.9955,0.0288,-0.0779,1,4
1,0.996,0.0288,-0.0769,1,4
1,0.9964,0.0278,-0.0784,1,4
1,0.9999,0.0283,-0.0768,1,4
1,0.9969,0.0313,-0.0779,1,4
1,0.996,0.0322,-0.0784,1,4
1,0.9975,0.0322,-0.0823,1,4
1,0.9984,0.0298,-0.0793,1,4
1,0.9955,0.0303,-0.0793,1,4
1,0.9945,0.0317,-0.0867,1,4
1,0.9936,0.0317,-0.0853,1,4
1,0.998,0.0322,-0.0813,1,4
1,0.9969,0.0337,-0.0793,1,4
1,0.9999,0.0341,-0.0852,1,4
1,1.0033,0.0341,-0.0881,1.01,4
1,0.995,0.0332,-0.0848,1,4
1,0.9886,0.0264,-0.0813,0.99,4
1,0.9945,0.0259,-0.0788,1,4
1,1.0014,0.0317,-0.0827,1.01,4
1,1.0004,0.0351,-0.0862,1,4
1,0.9955,0.0371,-0.0882,1,4
1,0.9926,0.0332,-0.0862,1,4
1,0.9931,0.0308,-0.0857,1,4
1,0.9941,0.0308,-0.0833,1,4
1,0.9985,0.0308,-0.0837,1,4
1,0.9975,0.0336,-0.0847,1,4
1,1.0014,0.0351,-0.0862,1.01,4
1,0.998,0.0332,-0.0823,1,4
1,0.9935,0.0298,-0.0813,1,4
1,0.995,0.0317,-0.0832,1,4
1,0.997,0.0337,-0.0832,1,4
1,0.997,0.0336,-0.0876,1,4
1,0.997,0.0331,-0.0862,1,4
1,0.9945,0.0352,-0.0828,1,4
1,0.995,0.0327,-0.0823,1,4
1,0.9965,0.0337,-0.0823,1,4
1,0.9965,0.0337,-0.0803,1,4
1,0.9935,0.0322,-0.0789,1,4
1,0.996,0.0308,-0.0832,1,4
1,0.996,0.0308,-0.0832,1,4
1,0.996,0.0313,-0.0828,1,4
1,0.995,0.0332,-0.0833,1,4
1,0.996,0.0322,-0.0818,1,4
1,0.9965,0.0317,-0.0808,1,4
1,0.998,0.0308,-0.0842,1,4
1,0.9985,0.0317,-0.0818,1,4
1,0.995,0.0293,-0.0779,1,4
1,0.994,0.0317,-0.0799,1,4
1,0.995,0.0347,-0.0843,1,4
1,0.9975,0.0322,-0.0842,1,4
1,0.9999,0.0331,-0.0847,1,4
1,0.9975,0.0322,-0.0847,1,4
1,1.0024,0.0327,-0.089,1.01,4
1,0.9985,0.0356,-0.0891,1,4
1,0.9906,0.0332,-0.0862,0.99,4
1,0.9896,0.0273,-0.0813,0.99,4
1,0.9964,0.0269,-0.0779,1,4
1,0.9974,0.0303,-0.0793,1,4
1,0.9999,0.0337,-0.0798,1,4
1,0.9969,0.0332,-0.0788,1,4
1,0.994,0.0308,-0.077,1,4
1,0.9911,0.0284,-0.0755,0.99,4
1,0.9911,0.0274,-0.0745,0.99,4
1,0.9989,0.0288,-0.0749,1,4
1,1.0013,0.0308,-0.0793,1,4
1,1.0028,0.0337,-0.0807,1.01,4
1,0.9964,0.0332,-0.0788,1,4
1,0.995,0.0293,-0.0774,1,4
1,0.994,0.0273,-0.0793,1,4
1,0.996,0.0303,-0.0788,1,4
1,0.995,0.0332,-0.0794,1,4
1,0.9969,0.0303,-0.0803,1,4
1,0.9984,0.0303,-0.0818,1,4
1,0.9969,0.0303,-0.0803,1,4
1,0.996,0.0278,-0.0798,1,4
1,0.9979,0.0259,-0.0812,1,4
1,0.9969,0.0293,-0.0823,1,4
1,0.9974,0.0313,-0.0788,1,4
1,0.996,0.0293,-0.0808,1,4
1,0.996,0.0293,-0.0803,1,4
1,0.9979,0.0298,-0.0779,1,4
1,0.9955,0.0273,-0.0774,1,4
1,0.9969,0.0288,-0.0774,1,4
1,0.9979,0.0308,-0.0764,1,4
1,0.9989,0.0317,-0.0764,1,4
1,0.9955,0.0284,-0.071,1,4
1,0.9969,0.0269,-0.0725,1,4
1,0.995,0.0278,-0.0788,1,4
1,0.996,0.0303,-0.0759,1,4
1,0.9994,0.0294,-0.073,1,4
1,1.0013,0.0273,-0.0778,1,4
1,1.0077,0.0263,-0.0846,1.01,4
1,0.9906,0.0338,-0.0789,0.99,4
1,0.9872,0.0314,-0.0707,0.99,4
1,0.991,0.0235,-0.0696,0.99,4
1,0.9959,0.023,-0.071,1,4
1,1.0008,0.0264,-0.0749,1,4
1,1.0013,0.0303,-0.0788,1,4
1,0.9974,0.0308,-0.0784,1,4
1,0.9935,0.0323,-0.075,1,4
1,0.9916,0.0318,-0.076,0.99,4
1,0.9935,0.0294,-0.0706,1,4
1,0.995,0.0284,-0.071,1,4
1,1.0013,0.0298,-0.0763,1,4
1,1.0033,0.0298,-0.0759,1.01,4
1,0.9984,0.0313,-0.0735,1,4
1,0.9949,0.0255,-0.071,1,4
1,0.9959,0.0274,-0.0691,1,4
1,0.9969,0.0264,-0.0701,1,4
1,0.9989,0.0284,-0.07,1,4
1,0.9989,0.0308,-0.0701,1,4
1,0.9979,0.0303,-0.0686,1,4
1,0.9969,0.0308,-0.071,1,4
1,0.9969,0.0284,-0.0701,1,4
1,0.9964,0.0294,-0.0705,1,4
1,0.995,0.0313,-0.0681,1,4
1,0.996,0.0308,-0.073,1,4
1,0.9969,0.0294,-0.071,1,4
1,0.9974,0.0284,-0.0696,1,4
1,0.9969,0.0279,-0.0725,1,4
1,0.9964,0.0269,-0.0715,1,4
1,0.9964,0.0279,-0.0725,1,4
1,0.9979,0.0298,-0.0754,1,4
1,0.996,0.0332,-0.0779,1,4
1,0.9969,0.0323,-0.0725,1,4
1,0.9974,0.0328,-0.0749,1,4
1,0.996,0.0294,-0.074,1,4
1,0.995,0.0298,-0.0735,1,4
1,0.9964,0.0323,-0.0725,1,4
1,0.9999,0.0318,-0.0725,1,4
1,1.0077,0.0322,-0.0793,1.01,4
1,1.0019,0.0371,-0.0793,1.01,4
1,0.9906,0.0269,-0.0726,0.99,4
1,0.991,0.0245,-0.0701,0.99,4
1,0.9939,0.0245,-0.0686,1,4
1,0.9999,0.0308,-0.074,1,4
1,0.9975,0.0366,-0.0799,1,4
1,0.9969,0.0347,-0.0779,1,4
1,0.9945,0.0308,-0.0759,1,4
1,0.992,0.0323,-0.075,1,4
1,0.992,0.0328,-0.0706,1,4
1,0.9964,0.0313,-0.0745,1,4
1,1.0023,0.0313,-0.0773,1.01,4
1,1.0008,0.0337,-0.0788,1,4
1,0.9974,0.0317,-0.0779,1,4
1,0.994,0.0313,-0.0755,1,4
1,0.993,0.0318,-0.0774,1,4
1,0.9964,0.0327,-0.0784,1,4
1,0.9985,0.0356,-0.0818,1,4
1,0.9965,0.0366,-0.0799,1,4
1,0.996,0.0342,-0.0779,1,4
1,0.9955,0.0327,-0.0784,1,4
1,0.995,0.0337,-0.0779,1,4
1,0.9955,0.0332,-0.077,1,4
1,0.9979,0.0337,-0.0759,1,4
1,0.9974,0.0327,-0.0784,1,4
1,0.9969,0.0327,-0.0798,1,4
1,0.9945,0.0333,-0.077,1,4
1,0.9925,0.0318,-0.077,1,4
1,0.995,0.0323,-0.076,1,4
1,0.9984,0.0322,-0.0803,1,4
1,0.9984,0.0342,-0.0779,1,4
1,0.9969,0.0333,-0.073,1,4
1,0.9935,0.0323,-0.0765,1,4
1,0.996,0.0298,-0.0828,1,4
1,0.9994,0.0303,-0.0788,1,4
1,0.9999,0.0313,-0.0774,1,4
1,0.9969,0.0352,-0.077,1,4
1,0.9989,0.0352,-0.0798,1,4
1,0.996,0.0361,-0.0809,1,4
1,0.9891,0.0294,-0.077,0.99,4
1,0.9906,0.024,-0.0769,0.99,4
1,1.0019,0.0331,-0.0915,1.01,4
1,1.0058,0.035,-0.0925,1.01,4
1,0.9999,0.0352,-0.0828,1,4
1,0.992,0.0338,-0.0706,1,4
1,0.991,0.0338,-0.0643,0.99,4
1,0.9944,0.0304,-0.0671,1,4
1,0.9945,0.0323,-0.0696,1,4
1,0.9969,0.0259,-0.0681,1,4
1,1.0008,0.022,-0.0734,1,4
1,1.0028,0.0283,-0.0729,1.01,4
1,0.9974,0.0328,-0.071,1,4
1,0.995,0.0333,-0.0677,1,4
1,0.994,0.0342,-0.0682,1,4
1,0.996,0.0362,-0.0691,1,4
1,0.9979,0.0386,-0.0691,1,4
1,0.9979,0.0377,-0.0696,1,4
1,0.9994,0.0362,-0.0686,1,4
1,0.9969,0.0347,-0.0681,1,4
2,0.9939,-0.0604,0.0945,1,4
2,0.9963,-0.062,0.0882,1,4
2,0.9992,-0.063,0.0848,1,4
2,0.9992,-0.061,0.0824,1,4
2,0.9997,-0.0606,0.0829,1,4
2,0.9992,-0.0625,0.0814,1,4
2,0.9988,-0.062,0.0794,1,4
2,0.9988,-0.0615,0.0838,1,4
2,0.9949,-0.06,0.0901,1,4
2,0.9934,-0.0604,0.0945,1,4
2,0.9987,-0.0615,0.096,1.01,4
2,0.9963,-0.0624,0.096,1,4
2,0.9953,-0.0629,0.096,1,4
2,0.9982,-0.0648,0.0975,1.01,4
2,0.9972,-0.0649,0.0936,1,4
2,0.9885,-0.0604,0.0964,1,4
2,0.9899,-0.0629,0.0998,1,4
2,0.9899,-0.0623,0.1028,1,4
2,0.9977,-0.0682,0.1029,1.01,4
2,0.9981,-0.0702,0.1039,1.01,4
2,0.9953,-0.0658,0.098,1,4
2,0.9939,-0.0639,0.0935,1,4
2,0.9934,-0.0649,0.0921,1,4
2,0.9958,-0.0664,0.0946,1,4
2,0.9977,-0.0654,0.0946,1,4
2,0.9967,-0.0673,0.0916,1,4
2,0.9943,-0.0658,0.0984,1,4
2,0.9933,-0.0692,0.0965,1,4
2,0.9948,-0.0673,0.099,1,4
2,0.9958,-0.0687,0.099,1,4
2,0.9953,-0.0682,0.1019,1,4
2,0.9953,-0.0648,0.0999,1,4
2,0.9953,-0.0648,0.0999,1,4
2,0.9963,-0.0624,0.0984,1,4
2,0.9958,-0.0638,0.0965,1,4
2,0.9948,-0.0653,0.0974,1,4
2,0.9943,-0.0673,0.0955,1,4
2,0.9938,-0.0653,0.0955,1,4
2,0.9943,-0.0653,0.0965,1,4
2,0.9967,-0.0678,0.097,1,4
2,0.9977,-0.0673,0.1009,1.01,4
2,0.9958,-0.0638,0.0999,1,4
2,0.9938,-0.0658,0.1013,1,4
2,0.9938,-0.0624,0.1009,1,4
2,0.9967,-0.0702,0.1029,1,4
2,0.9928,-0.0726,0.1014,1,4
2,0.9928,-0.0697,0.1028,1,4
2,0.9948,-0.0678,0.1029,1,4
2,0.9987,-0.0668,0.0931,1.01,4
2,0.9938,-0.0609,0.0974,1,4
2,0.9899,-0.0614,0.1003,1,4
2,0.9958,-0.0678,0.1009,1,4
2,0.9972,-0.0682,0.0985,1,4
2,0.9953,-0.0682,0.097,1,4
2,0.9948,-0.0648,0.0955,1,4
2,0.9919,-0.0629,0.0935,1,4
2,0.9944,-0.0639,0.0901,1,4
2,0.9983,-0.0624,0.0931,1,4
2,0.9992,-0.0576,0.0901,1,4
2,0.9988,-0.0595,0.0882,1,4
2,0.9978,-0.061,0.0882,1,4
2,0.9973,-0.0629,0.0926,1,4
2,0.9977,-0.0673,0.0941,1,4
2,0.9992,-0.0678,0.0941,1.01,4
2,0.9982,-0.0668,0.0916,1,4
2,0.9958,-0.0659,0.0912,1,4
2,0.9973,-0.061,0.0906,1,4
2,0.9958,-0.0629,0.0911,1,4
2,0.9983,-0.0605,0.0911,1,4
2,0.9968,-0.0629,0.0935,1,4
2,0.9967,-0.0644,0.0936,1,4
2,0.9958,-0.0644,0.0935,1,4
2,0.9933,-0.0663,0.097,1,4
2,0.9933,-0.0658,0.0989,1,4
2,0.9963,-0.0673,0.0975,1,4
2,0.9992,-0.0663,0.097,1.01,4
2,0.9963,-0.0682,0.0955,1,4
2,0.9933,-0.0682,0.096,1,4
2,0.9933,-0.0663,0.0955,1,4
2,0.9958,-0.0653,0.0951,1,4
2,0.9967,-0.0659,0.0936,1,4
2,0.9967,-0.0649,0.0951,1,4
2,0.9992,-0.0648,0.098,1.01,4
2,0.9967,-0.0683,0.0936,1,4
2,0.9923,-0.0673,0.0935,1,4
2,0.9953,-0.0683,0.0946,1,4
2,0.9948,-0.0678,0.0941,1,4
2,0.9953,-0.0653,0.0955,1,4
2,0.9894,-0.0609,0.1023,1,4
2,0.9919,-0.0638,0.1013,1,4
2,0.9972,-0.0688,0.0955,1,4
2,0.9997,-0.0664,0.0897,1.01,4
2,0.9953,-0.0634,0.0891,1,4
2,0.9929,-0.0634,0.0891,1,4
2,0.9909,-0.0624,0.0891,1,4
2,0.9934,-0.0629,0.0916,1,4
2,0.9944,-0.0629,0.0891,1,4
2,0.9968,-0.0629,0.0887,1,4
2,0.9968,-0.0644,0.0897,1,4
2,0.9982,-0.0683,0.0912,1,4
2,0.9992,-0.0692,0.097,1.01,4
2,0.9992,-0.0682,0.098,1.01,4
2,0.9953,-0.0668,0.097,1,4
2,0.9933,-0.0634,0.0955,1,4
2,0.9953,-0.0624,0.093,1,4
2,0.9949,-0.0649,0.0911,1,4
2,0.9944,-0.0639,0.0887,1,4
2,0.9963,-0.0644,0.0868,1,4
2,0.9988,-0.0629,0.0882,1,4
2,1.0002,-0.0645,0.0868,1.01,4
2,0.9953,-0.0664,0.0912,1,4
2,0.9939,-0.0668,0.0911,1,4
2,0.9934,-0.0654,0.0921,1,4
2,0.9944,-0.0629,0.0896,1,4
2,0.9983,-0.062,0.0941,1,4
2,0.9963,-0.0639,0.0935,1,4
2,0.9953,-0.0663,0.0955,1,4
2,0.9977,-0.0668,0.0951,1,4
2,0.9987,-0.0683,0.0902,1.01,4
2,0.9963,-0.0673,0.0916,1,4
2,0.9978,-0.0668,0.0882,1,4
2,0.9978,-0.0668,0.0882,1,4
2,0.9924,-0.0595,0.0905,1,4
2,0.99,-0.057,0.0945,1,4
2,0.9919,-0.059,0.0959,1,4
2,0.9992,-0.0629,0.0965,1.01,4
2,0.9987,-0.0673,0.0975,1.01,4
2,0.9958,-0.062,0.094,1,4
2,0.9963,-0.06,0.0916,1,4
2,0.9963,-0.062,0.0896,1,4
2,0.9978,-0.0624,0.0916,1,4
2,0.9988,-0.061,0.0921,1,4
2,0.9968,-0.059,0.0882,1,4
2,0.9973,-0.062,0.0901,1,4
2,0.9963,-0.0659,0.0951,1,4
2,0.9953,-0.0697,0.0985,1,4
2,0.9938,-0.0697,0.1004,1,4
2,0.9958,-0.0692,0.099,1,4
2,0.9948,-0.0673,0.0995,1,4
2,0.9953,-0.0624,0.1033,1,4
2,0.9919,-0.0575,0.1003,1,4
2,0.9929,-0.057,0.0988,1,4
2,0.9933,-0.056,0.1013,1,4
2,0.9934,-0.0521,0.0984,1,4
2,0.9963,-0.0521,0.0964,1,4
2,0.9958,-0.0565,0.0965,1,4
2,0.9953,-0.059,0.0955,1,4
2,0.9958,-0.058,0.097,1,4
2,0.9953,-0.0599,0.097,1,4
2,0.9949,-0.059,0.094,1,4
2,0.9953,-0.0565,0.0945,1,4
2,0.9953,-0.0565,0.0945,1,4
2,0.9949,-0.0575,0.096,1,4
2,0.9958,-0.0541,0.0959,1,4
2,0.9963,-0.0546,0.0959,1,4
2,0.9949,-0.0541,0.0959,1,4
2,0.9963,-0.0541,0.0959,1,4
2,0.9978,-0.0555,0.0979,1,4
2,0.9944,-0.0575,0.0959,1,4
2,0.9997,-0.0565,0.1013,1.01,4
2,0.9987,-0.0595,0.0979,1.01,4
2,0.9988,-0.0576,0.095,1,4
2,0.9914,-0.0551,0.0964,1,4
2,0.9875,-0.0516,0.0993,0.99,4
2,0.9914,-0.0551,0.0979,1,4
2,1.0012,-0.059,0.0955,1.01,4
2,1.0027,-0.0576,0.0907,1.01,4
2,0.9992,-0.0546,0.0891,1,4
2,0.9983,-0.0571,0.0887,1,4
2,0.9949,-0.0571,0.0882,1,4
2,0.9958,-0.0551,0.0905,1,4
2,0.9934,-0.0551,0.0915,1,4
2,0.9953,-0.0566,0.0905,1,4
2,0.9934,-0.0585,0.0945,1,4
2,0.9949,-0.059,0.097,1,4
2,0.9987,-0.059,0.0989,1.01,4
2,0.9997,-0.0604,0.0975,1.01,4
2,0.9967,-0.0609,0.0965,1,4
2,0.9968,-0.061,0.0945,1,4
2,0.9934,-0.059,0.0935,1,4
2,0.9944,-0.0565,0.0954,1,4
2,0.9949,-0.0576,0.094,1,4
2,0.9949,-0.06,0.0935,1,4
2,0.9934,-0.0599,0.0945,1,4
2,0.9949,-0.059,0.0945,1,4
2,0.9958,-0.0605,0.093,1,4
2,0.9958,-0.0605,0.0916,1,4
2,0.9939,-0.0595,0.093,1,4
2,0.9944,-0.0576,0.093,1,4
2,0.9953,-0.0576,0.0926,1,4
2,0.9953,-0.058,0.0994,1,4
2,0.9968,-0.0585,0.0955,1,4
2,0.9967,-0.0609,0.0999,1,4
2,0.9944,-0.059,0.095,1,4
2,0.9973,-0.0595,0.0955,1,4
2,0.9953,-0.061,0.0926,1,4
2,0.9949,-0.0581,0.0896,1,4
2,0.9885,-0.0531,0.0978,0.99,4
2,0.9909,-0.0546,0.0969,1,4
2,1.0011,-0.0624,0.0941,1.01,4
2,1.0036,-0.061,0.0926,1.01,4
2,1.0017,-0.0585,0.0916,1.01,4
2,1.0007,-0.0576,0.0906,1.01,4
2,0.9988,-0.0605,0.0921,1,4
2,0.9972,-0.0614,0.097,1,4
2,0.9919,-0.059,0.0984,1,4
2,0.99,-0.056,0.093,1,4
2,0.9905,-0.0537,0.0885,1,4
2,0.9919,-0.0546,0.0891,1,4
2,0.9978,-0.0575,0.0965,1,4
2,1.0002,-0.0575,0.0979,1.01,4
2,1.0017,-0.0576,0.0951,1.01,4
2,0.9973,-0.0605,0.094,1,4
2,0.9929,-0.058,0.093,1,4
2,0.9929,-0.057,0.0954,1,4
2,0.9958,-0.0571,0.0945,1,4
2,0.9958,-0.0561,0.0916,1,4
2,0.9983,-0.0551,0.0891,1,4
2,1.0002,-0.0576,0.0911,1.01,4
2,0.9997,-0.062,0.0941,1.01,4
2,0.9963,-0.0614,0.0974,1,4
2,0.9953,-0.0634,0.0989,1,4
2,0.9928,-0.0619,0.0974,1,4
2,0.9949,-0.058,0.0979,1,4
2,0.9929,-0.0555,0.0988,1,4
2,0.9958,-0.056,0.0979,1,4
2,0.9914,-0.058,0.0984,1,4
2,0.9885,-0.059,0.0935,0.99,4
2,0.9938,-0.0619,0.096,1,4
2,0.9958,-0.0644,0.0921,1,4
2,1.0007,-0.061,0.0926,1.01,4
2,0.9972,-0.0575,0.0999,1,4
2,0.9948,-0.0604,0.1023,1,4
2,0.9967,-0.0614,0.0994,1,4
2,0.9992,-0.059,0.0984,1.01,4
2,0.9958,-0.0571,0.0935,1,4
2,0.9944,-0.0566,0.091,1,4
2,0.9944,-0.0561,0.0901,1,4
2,0.9953,-0.0585,0.0896,1,4
2,0.9973,-0.0585,0.0901,1,4
2,0.9924,-0.059,0.0886,1,4
2,0.9919,-0.061,0.0891,1,4
2,0.9958,-0.0605,0.0862,1,4
2,0.9988,-0.0605,0.0921,1,4
2,0.9997,-0.0634,0.0946,1.01,4
2,0.9982,-0.0643,0.0975,1.01,4
2,0.9958,-0.0615,0.0935,1,4
2,0.9924,-0.0605,0.0915,1,4
2,0.9934,-0.059,0.0915,1,4
2,0.9958,-0.0576,0.0935,1,4
2,0.9963,-0.0581,0.0921,1,4
2,0.9978,-0.061,0.0926,1,4
2,0.9958,-0.0605,0.0896,1,4
2,0.9958,-0.0605,0.0901,1,4
2,0.9929,-0.0605,0.0901,1,4
2,0.9949,-0.0595,0.0911,1,4
2,0.9958,-0.0615,0.0935,1,4
2,0.9958,-0.0595,0.0891,1,4
2,0.9988,-0.06,0.0921,1,4
2,1.0022,-0.0625,0.0843,1.01,4
2,0.9992,-0.0601,0.0858,1,4
2,0.9919,-0.0551,0.0891,1,4
2,0.9895,-0.0555,0.0939,1,4
2,0.9934,-0.0595,0.0935,1,4
2,0.9992,-0.062,0.0921,1.01,4
2,0.9978,-0.0605,0.0891,1,4
2,0.9973,-0.059,0.0877,1,4
2,0.9958,-0.0595,0.0862,1,4
2,0.9968,-0.0605,0.0887,1,4
2,0.9968,-0.061,0.0862,1,4
2,0.9988,-0.0615,0.0868,1,4
2,0.9992,-0.0581,0.0862,1,4
2,0.9963,-0.0585,0.0872,1,4
2,0.9953,-0.0615,0.0901,1,4
2,0.9983,-0.0624,0.0907,1,4
2,0.9949,-0.0605,0.0882,1,4
2,0.9953,-0.0566,0.091,1,4
2,1.0007,-0.0556,0.0877,1.01,4
2,1.0003,-0.0557,0.0847,1.01,4
2,0.9978,-0.0591,0.0847,1,4
2,0.9968,-0.0606,0.0852,1,4
2,0.9973,-0.0615,0.0872,1,4
2,0.9963,-0.061,0.0872,1,4
2,0.9992,-0.0615,0.0877,1,4
2,0.9973,-0.0605,0.0911,1,4
2,0.9963,-0.06,0.0872,1,4
2,0.9963,-0.0615,0.0921,1,4
2,0.9924,-0.0566,0.0905,1,4
2,0.9953,-0.0566,0.0871,1,4
2,0.9973,-0.059,0.0882,1,4
2,0.9978,-0.0591,0.0833,1,4
2,0.9968,-0.0537,0.0891,1,4
2,0.9909,-0.0532,0.0915,1,4
2,0.9973,-0.0585,0.0906,1,4
2,1.0007,-0.0595,0.0887,1.01,4
2,1.0017,-0.0595,0.0912,1.01,4
2,1.0027,-0.0551,0.0887,1.01,4
2,1.0061,-0.0527,0.0843,1.01,4
2,1.0051,-0.0552,0.0838,1.01,4
2,0.9988,-0.0571,0.0867,1,4
2,0.9934,-0.0556,0.0886,1,4
2,0.9826,-0.056,0.0943,0.99,4
2,0.9861,-0.0579,0.0993,0.99,4
2,0.9928,-0.0628,0.1048,1,4
2,0.9943,-0.0638,0.1043,1,4
2,0.9948,-0.0653,0.1023,1,4
2,0.9967,-0.0629,0.0999,1,4
2,0.9958,-0.0629,0.0999,1,4
2,0.9938,-0.0609,0.1023,1,4
2,0.9919,-0.0595,0.1008,1,4
2,0.9919,-0.0604,0.0974,1,4
2,0.9929,-0.0595,0.0959,1,4
2,0.9938,-0.0609,0.097,1,4
2,0.9958,-0.0595,0.0935,1,4
2,1.0071,-0.0566,0.0872,1.01,4
2,1.009,-0.0576,0.0844,1.01,4
2,1.0051,-0.0586,0.0824,1.01,4
2,0.9978,-0.0566,0.0833,1,4
2,0.9949,-0.0561,0.0915,1,4
2,0.9924,-0.0599,0.0969,1,4
2,0.9914,-0.0585,0.0959,1,4
2,0.9933,-0.0599,0.1047,1,4
2,0.9938,-0.0629,0.0989,1,4
2,0.9967,-0.061,0.0945,1,4
2,0.9924,-0.0541,0.0925,1,4
2,0.9953,-0.0541,0.0915,1,4
2,1.0002,-0.0551,0.0901,1.01,4
2,0.9988,-0.056,0.096,1,4
2,0.9958,-0.0555,0.0993,1,4
2,0.9938,-0.0565,0.1018,1,4
2,0.9948,-0.0575,0.1009,1,4
2,0.9953,-0.0634,0.095,1,4
